															
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	Shape	Equip X	Equip Y	Notes
184	bottle22	Essenz der Ausdauer	100	Bottle	Misc	P21	1	1	0	Schwarzer Trank	37	0	0	0	Fügt einmalig permanent 15 zu Ausdauer hinzu und zieht 1 von allen anderen Attributen ab. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
185	bottle22	Essenz des Geschicks	100	Bottle	Misc	P22	1	1	0	Schwarzer Trank	37	0	0	0	Fügt einmalig permanent 15 zu Geschick hinzu und zieht 5 von Glück ab. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
186	bottle22	Essenz der Reaktion	100	Bottle	Misc	P23	1	1	0	Schwarzer Trank	37	0	0	0	Fügt einmalig permanent 15 zu Reaktion hinzu und zieht 5 von Charisma ab. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
187	bottle22	Essenz des Glücks	100	Bottle	Misc	P24	1	1	0	Schwarzer Trank	37	0	0	0	Fügt einmalig permanent 15 zu Glück hinzu und zieht 5 von Geschick ab. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
188	bottle22	Verjüngung	100	Bottle	Misc	P25	1	1	0	Schwarzer Trank	37	0	0	0	Entfernt alle magischen Alterungseffekte und zieht 1 von allen 7 primären Attributen ab. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
189	bottle30	Glasflasche	5	Bottle	Misc	0	0	1	0	Glasflasche	45	0	0	0	Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
190	bottle30	Glasflasche	5	Bottle	Misc	0	0	1	0	Glasflasche	45	0	0	0	Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
191	bottle30	Glasflasche	5	Bottle	Misc	0	0	1	0	Glasflasche	45	0	0	0	Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
192	bottle30	Glasflasche	5	Bottle	Misc	0	0	1	0	Glasflasche	45	0	0	0	Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
193	bottle30	Glasflasche	5	Bottle	Misc	0	0	1	0	Glasflasche	45	0	0	0	Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
194	bottle30	Glasflasche	5	Bottle	Misc	0	0	1	0	Glasflasche	45	0	0	0	Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
195	bottle30	Glasflasche	5	Bottle	Misc	0	0	1	0	Glasflasche	45	0	0	0	Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
196	bottle30	Glasflasche	5	Bottle	Misc	0	0	1	0	Glasflasche	45	0	0	0	Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
197	coinsm	Gold	0	Gold	Misc	0	0	1	0	Gold	129	0	0	0	Ein kleiner Haufen Goldmünzen.
198	coinmid	Gold	0	Gold	Misc	0	0	1	0	Gold	130	0	0	0	Ein Haufen Goldmünzen.
199	coinlg	Gold	0	Gold	Misc	0	0	1	0	Gold	131	0	0	0	Ein großer Haufen Goldmünzen.
200	scroll1	Fackellicht	10	Sscroll	Misc	S1	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
201	scroll1	Flammenpfeil	20	Sscroll	Misc	S2	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
202	scroll2	Schutz vor Feuer	30	Sscroll	Misc	S3	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
203	scroll2	Feuerstrahl	40	Sscroll	Misc	S4	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
204	scroll3	Eile	50	Sscroll	Misc	S5	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
205	scroll3	Feuerball	75	Sscroll	Misc	S6	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
206	scroll3	Feuerring	100	Sscroll	Misc	S7	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
207	scroll4	Feuerwelle	150	Sscroll	Misc	S8	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
208	scroll4	Meteorregen	200	Sscroll	Misc	S9	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
209	scroll4	Inferno	300	Sscroll	Misc	S10	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
210	scroll4	Verbrennen	500	Sscroll	Misc	S11	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
211	scroll1	Magisches Auge	10	Sscroll	Misc	S12	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
212	scroll1	Elektroschock	20	Sscroll	Misc	S13	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
213	scroll2	Schutz vor Elektrizität	30	Sscroll	Misc	S14	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
214	scroll2	Funkenflug	40	Sscroll	Misc	S15	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
215	scroll3	Federfall	50	Sscroll	Misc	S16	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
216	scroll3	Schild	75	Sscroll	Misc	S17	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
217	scroll3	Blitzstrahl	100	Sscroll	Misc	S18	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
218	scroll4	Sprung	150	Sscroll	Misc	S19	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
219	scroll4	Implosion	200	Sscroll	Misc	S20	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
220	scroll4	Fliegen	300	Sscroll	Misc	S21	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
221	scroll4	Sternenfeuer	500	Sscroll	Misc	S22	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
222	scroll1	Erwachen	10	Sscroll	Misc	S23	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
223	scroll1	Kältestrahl	20	Sscroll	Misc	S24	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
224	scroll2	Schutz vor Kälte	30	Sscroll	Misc	S25	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
225	scroll2	Giftnebel	40	Sscroll	Misc	S26	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
226	scroll3	Wasserwandeln	50	Sscroll	Misc	S27	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
227	scroll3	Eisstrahl	75	Sscroll	Misc	S28	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
228	scroll3	Verzaubern	100	Sscroll	Misc	S29	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
229	scroll4	Säurestrahl	150	Sscroll	Misc	S30	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
230	scroll4	Stadtportal	200	Sscroll	Misc	S31	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
231	scroll4	Eisbombe	300	Sscroll	Misc	S32	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
232	scroll4	Leuchtfeuer	500	Sscroll	Misc	S33	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
233	scroll1	Betäuben	10	Sscroll	Misc	S34	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
234	scroll1	Magischer Pfeil	20	Sscroll	Misc	S35	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
235	scroll2	Schutz vor Magie	30	Sscroll	Misc	S36	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
236	scroll2	Todesschwarm	40	Sscroll	Misc	S37	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
237	scroll3	Steinhaut	50	Sscroll	Misc	S38	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
238	scroll3	Klinge	75	Sscroll	Misc	S39	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
239	scroll3	Stein zu Fleisch	100	Sscroll	Misc	S40	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
240	scroll4	Fels-Attacke	150	Sscroll	Misc	S41	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
241	scroll4	Versteinern	200	Sscroll	Misc	S42	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
242	scroll4	Todesblüte	300	Sscroll	Misc	S43	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
243	scroll4	Schwerezauber	500	Sscroll	Misc	S44	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
244	scroll1	Spiritueller Pfeil	10	Sscroll	Misc	S45	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
245	scroll1	Segen	20	Sscroll	Misc	S46	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
246	scroll2	Heilende Hände	30	Sscroll	Misc	S47	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
247	scroll2	Glückstag	40	Sscroll	Misc	S48	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
248	scroll3	Fluch entfernen	50	Sscroll	Misc	S49	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
249	scroll3	Schutzengel	75	Sscroll	Misc	S50	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
250	scroll3	Heldentum	100	Sscroll	Misc	S51	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
251	scroll4	Untote verjagen	150	Sscroll	Misc	S52	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
252	scroll4	Tote auferwecken	200	Sscroll	Misc	S53	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
253	scroll4	Geteiltes Leben	300	Sscroll	Misc	S54	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
254	scroll4	Auferstehung	500	Sscroll	Misc	S55	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
255	scroll1	Meditation	10	Sscroll	Misc	S56	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
256	scroll1	Furcht verjagen	20	Sscroll	Misc	S57	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
257	scroll2	Nervenschock	30	Sscroll	Misc	S58	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
258	scroll2	Präzision	40	Sscroll	Misc	S59	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
259	scroll3	Lähmung heilen	50	Sscroll	Misc	S60	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
260	scroll3	Charme	75	Sscroll	Misc	S61	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
261	scroll3	Massenfurcht	100	Sscroll	Misc	S62	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
262	scroll4	Umnachtung	150	Sscroll	Misc	S63	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
263	scroll4	Irrsinn heilen	200	Sscroll	Misc	S64	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
264	scroll4	Hirnschlag	300	Sscroll	Misc	S65	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
265	scroll4	Telekinese	500	Sscroll	Misc	S66	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
266	scroll1	Schwäche heilen	10	Sscroll	Misc	S67	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
267	scroll1	Erste Hilfe	20	Sscroll	Misc	S68	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
268	scroll2	Schutz vor Gift	30	Sscroll	Misc	S69	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
269	scroll2	Bolzen	40	Sscroll	Misc	S70	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
270	scroll3	Wunden heilen	50	Sscroll	Misc	S71	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
271	scroll3	Gift heilen	75	Sscroll	Misc	S72	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
272	scroll3	Reaktion	100	Sscroll	Misc	S73	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
273	scroll4	Krankheit heilen	150	Sscroll	Misc	S74	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
274	scroll4	Kraft	200	Sscroll	Misc	S75	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
275	scroll4	Fliegende Faust	300	Sscroll	Misc	S76	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
276	scroll4	Kraftheilung	500	Sscroll	Misc	S77	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
277	scroll1	Fast Food	100	Sscroll	Misc	S78	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
278	scroll1	Goldfinger	150	Sscroll	Misc	S79	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
279	scroll2	Magie vertreiben	200	Sscroll	Misc	S80	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
280	scroll2	Verlangsamen	250	Sscroll	Misc	S81	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
281	scroll3	Untote vernichten	300	Sscroll	Misc	S82	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
282	scroll3	Tag der Götter	350	Sscroll	Misc	S83	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
283	scroll3	Prismenfeuer	400	Sscroll	Misc	S84	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
284	scroll4	Stunde der Kraft	500	Sscroll	Misc	S85	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
285	scroll4	Lähmen	600	Sscroll	Misc	S86	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
